,Text,LDA_pred_number
305,'This juicy drybrined chicken breast will ruin other chicken for you forever It makes a great base for any of our ',Politics
306,'Thinking about what you should cook this weekhas some suggestions',Religion
307,'As Asian American whitecollar workers return to the office amid a disturbing surge in antiAsian hate crimes some ',Religion
308,'In Opinion\n\nLike so many other women Naomi Osaka has recognized that she has the right to put her health and sani ',Drama
309,'A psychiatrist said in a lecture at Yale Universitys School of Medicine that she had fantasies of shooting white p ',Politics
310,'Prince Harry and Meghan Markle have welcomed their second child Lilibet Diana Her name is a tribute to Queen Eliz ',Action
311,'In Opinion \n\nMaybe we shouldnt be surprised that a government that couldnt get it together to prevent a primitiv ',Politics
312,'Breaking News Prince Harry and Meghan Markle have welcomed their second child Lilibet Lili Diana MountbattenWi ',Action
313,'It happens to so many professionals of Asian descent We get mixed up with another Asian What I Brian X Chen atno',Religion
314,'The UNs shame in Haiti\nvia',Action
315,'A federal judge with a record for progun rulings overturned Californias assault weapons ban State officials vowe ',Drama
316,'Our readers asked us to find them the perfect recipe We delivered ',Religion
317,'After winning a grueling thirdround match that finished well after midnight Roger Federer has withdrawn from the ',Politics
318,'Thestaff shared their favorite shorts just in time for summer',Cronaca
319,'Senator Joe Manchin of West Virginia said he will not vote for the Democrats farreaching bill to combat voter sup ',Action
320,'A 10yearold boy was killed and a man was injured in a shooting on Saturday evening at a house in Queens the New ',Drama
321,'In Opinion\n\nOur collective vigilance has meant that many people guarded their own safety to such an extent that so ',Drama
322,'Did you follow the news this week Take our quiz to see how well you stack up with other Times readers ',Religion
323,'Gabriel Taye was 8 years old when he killed himself after being repeatedly bullied at his school in Cincinnati Thr ',Drama
324,'New Dem review of 2020 election rings alarm on partys brand amp messaging to voters of color\n\nFrom S Fla to West TX to So',Cronaca
325,'These are the recipes oureditors actually cookedand lovedlast month ',Religion
326,'Meet the former factory worker from Italy who has become the fastestgrowing content creator on TikTok ',Politics
327,'A drone crashed in a nesting area for elegant terns scaring off about 2500 birds at a protected sanctuary in Hunt ',Cronaca
328,'One crew member was injured after a Seastreak ferry with more than 100 passengers on board ran aground near Bushwic ',Drama
329,'Elephants can keep in touch with each other by sending deep lowfrequency signals that humans can hardly hear sci ',Politics
330,'The pandemic turned New Yorkers into big tippers particularly in the first months of the shutdown Now as the cit ',Drama
331,'A series of alarming headlines have warned that falling sperm counts could threaten the future of the human race B ',Drama
332,'Feeling blue even though everyone seems to be basking in perfect summer weather There might be a reason for that ',Religion
333,'Sunscreen is your friend always but especially in the summer Heres what to know',Politics
334,'Unlike the US which appears to be trying to close the curtain on the pandemic parts of Europe are maintaining l ',Cronaca
335,'No youre not just imagining itheadlights are way brighter than they used to be ',Drama
336,'Nigeria has blocked Twitter after the social media site deleted a tweet by President Muhammadu Buhari ',Drama
337,'Thailand went for months without a single confirmed case of local transmission Two nightclubs have turned into the ',Drama
338,'This soft white cake is filled and iced with fluffy coconut cream and apricot jam ',Politics
339,'Amsterdam is falling apart For the next two decades the scenic city and tourist magnet will look more like one gi ',Cronaca
340,'She was 18 He was barely 21 They set a date to meet again in 5 years to see if they were meant to be together Wo ',Religion
341,'Where and how are our clothes made How do they get to us What happens when were done with them \n\nUnraveled g ',Drama
342,'Three new TV documentaries mark the 100th anniversary of the Tulsa massacre Each carries the story into the prese ',Drama
343,'There are many tourismreliant destinations in the US that are encouraging visitation and vaccines in ways large ',Action
344,'These are the recipes oureditors actually cookedand lovedlast month ',Religion
345,'The white wedding dress is traditionally associated with purity These women are turning it into an activist symbol ',Religion
346,'The uncertainty of what life looks like going forward may cause you to feel anxious albeit hopeful\n\nHere are some ',Action
347,'The pandemic has been rough for mothers everywhere But a new study found the employment gender gap was widest in t ',Religion
348,'The main players in the latest twist in Israeli politics have very different agendas but one common goal unseatin ',Religion
349,'The European Championship the soccer tournament that is still being called Euro 2020 after a years delay will ta ',Cronaca
350,'The chance to visit a bucketlist destination in a onceinalifetime waypractically aloneis tempting many tr ',Religion
351,'Take 5 minutes to listen to the varied explosive resonant sounds of instruments struck shaken pounded scratche ',Action
352,'People whose jobs involve frequent moving and lifting tend to live longer than those whose occupations are deskboun ',Religion
353,'Our readers asked us to find them the perfect recipe We delivered ',Religion
354,'A former US Army paratrooper scaled buildings bridges and other structures to take stunning photos as therapy fo ',Drama
355,'Anyone considering a backyard chicken coop needs to understand the good the bad and the smelly before committing ',Politics
356,'Metal detectors are back in a big way ',Drama
357,'Meet the former factory worker from Italy who has become the fastestgrowing content creator on TikTok ',Politics
358,'Lonely after emerging from quarantine or in a new city Apps private clubs and social networks are ready to fix yo ',Politics
359,'Its startling how many mystery infections still exist today Joe DeRisi invented a way to find pathogens that scie ',Drama
360,'Its Pride Month and that means its time to talk about camp Not the summer kind The movie kind Here are five f ',Action
361,'Is America akin to Rome in decline Was Trump like Caligula When a seeming paradigm shift occurs contemporary com ',Religion
